Wage Bin ID,Wage Bin,Year,Record Count,Household_Income,Total Population MOE Appx,State,State ID,share
20,"$190-200k",2020,19972,396515,15439.262287968988,"United States","01000US",0.002658359115927165
20,"$190-200k",2021,21790,429320,16063.723399136368,"United States","01000US",0.002847007618397953
20,"$190-200k",2022,23957,494253,17232.279867137804,"United States","01000US",0.0032490751104496413
20,"$190-200k",2023,28980,577197,18617.367403984357,"United States","01000US",0.003762336872321032
21,"$200k+",2014,130494,2471492,38248.01810874678,"United States","01000US",0.01800529439691419
21,"$200k+",2015,138448,2632576,39457.473047878695,"United States","01000US",0.018866505685254668
21,"$200k+",2016,151272,2850351,41031.14276772075,"United States","01000US",0.020105399133102695
21,"$200k+",2017,166561,3130655,42966.25921703537,"United States","01000US",0.021703813880857153
21,"$200k+",2018,183548,3445692,45033.59895843708,"United States","01000US",0.023556002483568768
21,"$200k+",2019,202349,3762027,47012.12121541904,"United States","01000US",0.025350938159923245
21,"$200k+",2020,207897,4045453,48706.56891676447,"United States","01000US",0.027121967291539782
21,"$200k+",2021,236043,4684873,52308.28087729147,"United States","01000US",0.031067430173825756
21,"$200k+",2022,287556,5679283,57406.27163005353,"United States","01000US",0.037333950508140104
21,"$200k+",2023,320589,6327997,60472.941975055764,"United States","01000US",0.04124771341680029
1,"< $10K",2014,38167,769392,20049.18088156318,"Illinois","04000US17",0.13324554114635306
1,"< $10K",2015,37985,767076,20039.406997567956,"Illinois","04000US17",0.1314760087769966
1,"< $10K",2016,37339,756487,19935.42977086294,"Illinois","04000US17",0.12843412260414888
1,"< $10K",2017,36537,736699,19722.73728498954,"Illinois","04000US17",0.12401880738423829
1,"< $10K",2018,35311,707822,19393.928005609443,"Illinois","04000US17",0.11842760204275408
1,"< $10K",2019,34157,685286,19130.593886681785,"Illinois","04000US17",0.11399631538016876
1,"< $10K",2020,32591,648335,18667.213219436842,"Illinois","04000US17",0.10831801709370865
1,"< $10K",2021,31103,627520,18407.614957072816,"Illinois","04000US17",0.10418577716044945
1,"< $10K",2022,29034,586732,17867.86581251007,"Illinois","04000US17",0.09727374808119885
1,"< $10K",2023,27979,558442,17475.25473529248,"Illinois","04000US17",0.09276574623300392
2,"$10-20k",2014,38526,835871,20758.15515652658,"Illinois","04000US17",0.1447585674448698
2,"$10-20k",2015,38301,834505,20762.096805756144,"Illinois","04000US17",0.14303326750471604
2,"$10-20k",2016,37507,818171,20607.33908951768,"Illinois","04000US17",0.13890664945353864
2,"$10-20k",2017,36485,794507,20367.847645786456,"Illinois","04000US17",0.13375043348562848
2,"$10-20k",2018,34591,756249,19954.054253691716,"Illinois","04000US17",0.1265300536253899
2,"$10-20k",2019,33220,723579,19587.033474760614,"Illinois","04000US17",0.12036629945229749
2,"$10-20k",2020,31412,677402,19029.05134898762,"Illinois","04000US17",0.11317427165788123
2,"$10-20k",2021,29036,627179,18403.194359504872,"Illinois","04000US17",0.10412916167407178
2,"$10-20k",2022,26424,567763,17607.248980338736,"Illinois","04000US17",0.09412889535908336
2,"$10-20k",2023,25166,531025,17083.597477478634,"Illinois","04000US17",0.08821136374660378
3,"$20-30k",2014,37195,795658,20334.963836642128,"Illinois","04000US17",0.13779436331210226
3,"$20-30k",2015,37590,811840,20524.57150254138,"Illinois","04000US17",0.13914851066324188
3,"$20-30k",2016,38088,824276,20671.62741382008,"Illinois","04000US17",0.13994313827423
3,"$20-30k",2017,37530,819179,20632.033081455924,"Illinois","04000US17",0.13790381501021848
3,"$20-30k",2018,37349,821634,20668.126761240517,"Illinois","04000US17",0.13746979378543786
3,"$20-30k",2019,35986,798719,20432.191115901296,"Illinois","04000US17",0.1328657276292424
3,"$20-30k",2020,34384,774503,20160.271699161636,"Illinois","04000US17",0.12939703886590825
3,"$20-30k",2021,32520,733196,19701.468363544274,"Illinois","04000US17",0.12173093299167022
3,"$20-30k",2022,29634,666035,18897.983609260293,"Illinois","04000US17",0.11042131808604486
3,"$20-30k",2023,26781,588985,17896.52876532243,"Illinois","04000US17",0.09783940506811059
4,"$30-40k",2014,35767,730220,19608.42068712898,"Illinois","04000US17",0.1264616204170175
4,"$30-40k",2015,35815,735016,19678.119889904705,"Illinois","04000US17",0.12598095894961248
4,"$30-40k",2016,35132,723238,19555.429569942047,"Illinois","04000US17",0.12278920584752867
4,"$30-40k",2017,35128,728059,19623.013036455657,"Illinois","04000US17",0.12256431579975152
4,"$30-40k",2018,34316,717370,19506.59672226853,"Illinois","04000US17",0.12002510359583411
4,"$30-40k",2019,34993,738049,19754.82842480208,"Illinois","04000US17",0.12277336261067376
4,"$30-40k",2020,33834,724509,19592.059811544725,"Illinois","04000US17",0.12104448818364852
4,"$30-40k",2021,32437,708545,19412.51619698173,"Illinois","04000US17",0.11763818121836858
4,"$30-40k",2022,30005,664556,18879.590910771323,"Illinois","04000US17",0.11017611606295409
4,"$30-40k",2023,29847,658908,18806.811033344762,"Illinois","04000US17",0.10945468342083178
5,"$40-50k",2014,28912,587626,17836.9180639183,"Illinois","04000US17",0.1017667773536336
5,"$40-50k",2015,28423,578313,17721.03857407051,"Illinois","04000US17",0.09912223177866501
5,"$40-50k",2016,29445,596782,17979.81354083672,"Illinois","04000US17",0.10131988065353294
5,"$40-50k",2017,29455,596775,17988.273259970407,"Illinois","04000US17",0.10046345084862177
5,"$40-50k",2018,30046,610081,18171.41350861818,"Illinois","04000US17",0.10207429252247804
5,"$40-50k",2019,29855,606540,18130.47562006971,"Illinois","04000US17",0.10089703442166856
5,"$40-50k",2020,28869,601986,18065.52415674888,"Illinois","04000US17",0.10057444043306824
5,"$40-50k",2021,28342,600765,18055.526381745745,"Illinois","04000US17",0.09974370285536303
5,"$40-50k",2022,27961,593210,17955.54247792938,"Illinois","04000US17",0.09834772962655516
5,"$40-50k",2023,29575,634677,18499.432855402763,"Illinois","04000US17",0.10542954419962006
6,"$50-60k",2014,23573,475676,16220.418758425101,"Illinois","04000US17",0.08237895121125856
6,"$50-60k",2015,24305,493389,16499.961335777953,"Illinois","04000US17",0.0845663486987907
6,"$50-60k",2016,24222,490462,16462.59733705787,"Illinois","04000US17",0.08326918590891326
6,"$50-60k",2017,25029,504227,16677.309435215768,"Illinois","04000US17",0.08488355650127437
6,"$50-60k",2018,25428,510892,16781.71026895017,"Illinois","04000US17",0.08547871422875626
6,"$50-60k",2019,25720,516464,16868.969239571205,"Illinois","04000US17",0.08591302467364499
6,"$50-60k",2020,25921,536461,17157.479729116916,"Illinois","04000US17",0.08962710908420499
6,"$50-60k",2021,25551,530983,17083.422239856827,"Illinois","04000US17",0.088157949569714
6,"$50-60k",2022,26307,551972,17385.738303610357,"Illinois","04000US17",0.09151092027684785
6,"$50-60k",2023,24032,504377,16689.801059932135,"Illinois","04000US17",0.08378472390644653
7,"$60-70k",2014,18813,383753,14694.920533388757,"Illinois","04000US17",0.06645945909437118
7,"$60-70k",2015,18911,386830,14754.958377147243,"Illinois","04000US17",0.06630224967956969
7,"$60-70k",2016,19103,386440,14752.995252049795,"Illinois","04000US17",0.06560863879901081
7,"$60-70k",2017,19373,392557,14865.51270851799,"Illinois","04000US17",0.06608458945964964
7,"$60-70k",2018,20102,406505,15111.67233403331,"Illinois","04000US17",0.06801344457842473
7,"$60-70k",2019,20090,401112,15021.473787999517,"Illinois","04000US17",0.06672438960488067
7,"$60-70k",2020,20194,414202,15244.34501239966,"Illinois","04000US17",0.06920116809403828
7,"$60-70k",2021,20955,436339,15619.126689260318,"Illinois","04000US17",0.07244441264089328
7,"$60-70k",2022,20660,433643,15575.424450463235,"Illinois","04000US17",0.07189326632802592
7,"$60-70k",2023,20648,426186,15450.049762163246,"Illinois","04000US17",0.07079600446252074
8,"$70-80k",2014,13106,267764,12406.243924200904,"Illinois","04000US17",0.04637214720131231
8,"$70-80k",2015,13176,269933,12457.082192054375,"Illinois","04000US17",0.04626622847957833
8,"$70-80k",2016,14184,290747,12907.434426334346,"Illinois","04000US17",0.04936216464366007
8,"$70-80k",2017,14852,301145,13126.993119697794,"Illinois","04000US17",0.05069593382063291
8,"$70-80k",2018,14816,298750,13079.586768418376,"Illinois","04000US17",0.04998466579206747
8,"$70-80k",2019,15444,311195,13336.707786682087,"Illinois","04000US17",0.05176682927234996
8,"$70-80k",2020,15371,315997,13431.931522611458,"Illinois","04000US17",0.05279395443337265
8,"$70-80k",2021,16029,332096,13752.794771513749,"Illinois","04000US17",0.05513717467471414
8,"$70-80k",2022,16922,348078,14060.66650070817,"Illinois","04000US17",0.057707525215272955
8,"$70-80k",2023,18246,379575,14641.346674355182,"Illinois","04000US17",0.06305320539356363
9,"$80-90k",2014,10546,215904,11192.57693926711,"Illinois","04000US17",0.037390881781539466
9,"$80-90k",2015,10634,219923,11294.488119085245,"Illinois","04000US17",0.03769456778502186
9,"$80-90k",2016,10904,224336,11404.916729844976,"Illinois","04000US17",0.03808710173277841
9,"$80-90k",2017,11160,227432,11482.153089972606,"Illinois","04000US17",0.03828679745867998
9,"$80-90k",2018,11683,238385,11745.618360066326,"Illinois","04000US17",0.03988483533001508
9,"$80-90k",2019,12802,260698,12260.730579415953,"Illinois","04000US17",0.04336672779974964
9,"$80-90k",2020,12965,269165,12447.800849222229,"Illinois","04000US17",0.04496968244970284
9,"$80-90k",2021,14222,299950,13107.10246880186,"Illinois","04000US17",0.04980004439583888
9,"$80-90k",2022,14363,298193,13071.153119262444,"Illinois","04000US17",0.0494371378441553
9,"$80-90k",2023,15137,313403,13381.861267969716,"Illinois","04000US17",0.05206102543623532
10,"$90-100k",2014,7322,151946,9443.40807308523,"Illinois","04000US17",0.026314449584897898
10,"$90-100k",2015,7226,150849,9411.475142519797,"Illinois","04000US17",0.025855357810700846
10,"$90-100k",2016,7295,149646,9376.031988643856,"Illinois","04000US17",0.025406454719275363
10,"$90-100k",2017,8067,164820,9828.098104438537,"Illinois","04000US17",0.02774644710128581
10,"$90-100k",2018,8614,175193,10124.485462474884,"Illinois","04000US17",0.029312011896601427
10,"$90-100k",2019,8873,180351,10268.798967880683,"Illinois","04000US17",0.03000112285254451
10,"$90-100k",2020,9382,192379,10593.992097313932,"Illinois","04000US17",0.03214096386971331
10,"$90-100k",2021,8968,186090,10426.089374335472,"Illinois","04000US17",0.030896116891554117
10,"$90-100k",2022,10555,220796,11323.28469520227,"Illinois","04000US17",0.03660556179198745
10,"$90-100k",2023,12194,257243,12183.254434546137,"Illinois","04000US17",0.04273199160918525
11,"$100-110k",2014,6846,142429,9150.621534654216,"Illinois","04000US17",0.024666267884165576
11,"$100-110k",2015,7023,146552,9279.96778397649,"Illinois","04000US17",0.025118856590854634
